ag_update_date,ag_id,ag_name,ag_gender,ag_date_of_birth,ag_gov_id,ag_license_number,ag_license_issue_date,ag_license_expiry_date,ag_ctgry,ag_expertise_cd,ag_experience,ag_lang,ag_contact_number,ag_email,ag_address_line_1,ag_address_line_2,ag_address_line_3,ag_city,ag_district,ag_state,ag_country,ag_pin_code,ag_since,ag_service_area_type,ag_product,ag_sales_manager_id,ag_account_no
2025-07-29,AG1161,Purab Bhasin,F,1987-04-22,UID-202967417107,LIC/De/32831,2023-07-06,2027-08-24,MI,LFE,9,Hindi/English,99794833739,purab64@example.com,92/61 Choudhry Street,Mallick Road,Street,New Delhi,New Delhi,Delhi,India,110009,2016-01-17,Urban,Health,SM1009,158456087841
2025-07-29,AG1162,Bhavin Jaggi,M,1981-04-02,UID-438270588271,LIC/Ma/98022,2025-05-16,2026-09-03,CO,LFE,0,Hindi/English/Marathi,97773933582,bhavin85@example.com,173 Kala Ganj,Bhavsar Street,Street,Mumbai,Mumbai,Maharashtra,India,409505,2025-01-27,Rural,Combo,SM1043,552051832036
2025-07-29,AG1163,Dhruv Bajwa,F,1975-01-19,VOTER-D280626,LIC/We/19404,2021-11-24,2030-07-03,BO,HLT,5,Hindi/English/Bengali,97870109015,dhruv89@example.com,14/608 Handa Circle,Chauhan Road,Street,Kolkata,Kolkata,West Bengal,India,745571,2020-04-04,Urban,Motor,SM1004,978764922233
2025-07-29,AG1164,Hridaan Kala,M,1980-05-21,UID-503829710901,LIC/Ma/10540,2015-09-14,2026-06-16,IM,HLT,17,Hindi/English/Marathi,99308969924,hridaan36@example.com,H.No. 381 Balan Nagar,Saraf Ganj,Street,Nagpur,Nagpur,Maharashtra,India,469466,2008-05-20,Urban,Health,SM1036,424896447353
2025-07-29,AG1165,Keya Shere,F,1999-02-22,UID-875728963412,LIC/Ma/53610,2019-01-28,2027-05-03,MI,HLT,10,Hindi/English/Marathi,98664189489,keya29@example.com,50- Bansal Ganj,Raja Marg,Street,Nagpur,Nagpur,Maharashtra,India,476428,2014-12-11,Urban,Motor,SM1035,771668651188
2025-07-29,AG1166,Diya Dhaliwal,F,2000-01-02,ADHAR-5855-3551-2252,LIC/We/84223,2025-05-28,2026-01-21,IM,GEN,0,Hindi/English/Bengali,97526832722,diya76@example.com,H.No. 069- Agarwal Road,Talwar Zila,Street,Kolkata,Kolkata,West Bengal,India,798922,2024-10-29,Rural,Combo,SM1035,934931794889
2025-07-29,AG1167,Amira Lad,M,2002-10-20,VOTER-D515873,LIC/De/90334,2015-10-19,2029-04-28,IM,GEN,9,Hindi/English,98474275867,amira46@example.com,81/844- Dhar Ganj,Behl Ganj,Street,New Delhi,New Delhi,Delhi,India,110059,2015-08-24,Rural,Motor,SM1003,741325401485
2025-07-29,AG1168,Akarsh Sengupta,M,1976-06-11,UID-627932011263,LIC/Ka/98817,2023-07-29,2029-06-27,IM,LFE,3,Hindi/English/Kannada,98064048076,akarsh86@example.com,H.No. 05- Toor Zila,Seth Street,Street,Bangalore,Bangalore,Karnataka,India,589581,2022-04-14,Urban,Life,SM1019,319292083412
2025-07-29,AG1169,Yakshit Chatterjee,M,1988-07-08,ADHAR-6473-4179-1299,LIC/Ka/25949,2016-02-13,2028-08-30,MI,HLT,12,Hindi/English/Kannada,97869654851,yakshit45@example.com,H.No. 539 Sant Nagar,Gade Path,Street,Mysore,Mysore,Karnataka,India,564306,2012-11-02,Urban,Life,SM1007,729453181089
2025-07-29,AG1170,Khushi Agrawal,F,1983-11-20,UID-809725654794,LIC/Ta/21041,2019-11-20,2029-12-27,MI,LFE,10,Hindi/English/Tamil,98107860051,khushi40@example.com,01/75- Wagle Nagar,Khalsa Road,Street,Coimbatore,Coimbatore,Tamil Nadu,India,695748,2015-02-21,Urban,Motor,SM1044,896840586988
2025-07-29,AG1171,Hansh Solanki,F,1998-12-31,VOTER-E219080,LIC/De/21462,2013-12-10,2027-05-07,IM,LFE,18,Hindi/English,98224060073,hansh35@example.com,H.No. 37- Sinha Chowk,Hegde Circle,Street,New Delhi,New Delhi,Delhi,India,110002,2006-12-30,Urban,Health,SM1046,978808868141
2025-07-29,AG1172,Drishya Apte,F,1994-05-24,UID-950657203070,LIC/Ka/47654,2025-03-26,2027-06-14,IM,GEN,3,Hindi/English/Kannada,98183278899,drishya59@example.com,51/369- Hari Ganj,Varughese Nagar,Street,Bangalore,Bangalore,Karnataka,India,564983,2022-06-02,Rural,Health,SM1015,705512429936
2025-07-29,AG1173,Kaira Gokhale,F,1971-09-22,ADHAR-4154-6556-8592,LIC/Ma/47532,2024-10-17,2028-05-06,CO,HLT,19,Hindi/English/Marathi,99736085247,kaira34@example.com,H.No. 646 Tailor Path,Chaudry,Street,Mumbai,Mumbai,Maharashtra,India,404542,2006-05-01,Rural,Health,SM1011,961944393473
2025-07-29,AG1174,Kashvi Ganesh,F,1980-01-18,UID-431114423744,LIC/Ta/60581,2023-05-22,2027-12-24,BO,HLT,3,Hindi/English/Tamil,98911337916,kashvi14@example.com,H.No. 37 Saha Road,Bala Road,Street,Madurai,Madurai,Tamil Nadu,India,643499,2022-01-16,Rural,Motor,SM1049,406988741848
2025-07-29,AG1175,Vivaan Srinivasan,M,1980-11-06,UID-134685835994,LIC/We/96248,2018-11-26,2028-08-23,PO,LFE,8,Hindi/English/Bengali,99569575810,vivaan68@example.com,14/358 Dara Path,Ray Ganj,Street,Howrah,Howrah,West Bengal,India,771598,2017-01-11,Urban,Motor,SM1023,181643156694
2025-07-29,AG1176,Rasha Sehgal,F,1982-06-17,VOTER-A454727,LIC/Ta/26031,2018-07-14,2025-12-09,CO,GEN,10,Hindi/English/Tamil,99939806725,rasha20@example.com,60/819 Jain,Gole Path,Street,Chennai,Chennai,Tamil Nadu,India,616639,2015-06-13,Urban,Motor,SM1009,828399540902
2025-07-29,AG1177,Keya Mallick,M,1993-11-03,ADHAR-1897-6459-7814,LIC/De/50302,2025-03-12,2030-06-11,CO,HLT,3,Hindi/English,98773324690,keya63@example.com,07/56 Kala Nagar,Kalita Nagar,Street,New Delhi,New Delhi,Delhi,India,110054,2021-09-24,Urban,Life,SM1003,177179536377
2025-07-29,AG1178,Elakshi Varughese,M,1966-12-07,ADHAR-2389-8401-9339,LIC/Ka/69424,2018-05-26,2030-04-09,CO,LFE,9,Hindi/English/Kannada,98780217276,elakshi91@example.com,08/36 Mander Circle,Majumdar Marg,Street,Mysore,Mysore,Karnataka,India,567995,2016-03-16,Rural,Life,SM1011,318377122000
2025-07-29,AG1179,Hunar Varty,F,2001-04-16,VOTER-E645924,LIC/We/91055,2024-06-01,2027-08-09,IM,LFE,5,Hindi/English/Bengali,98229731440,hunar17@example.com,66- Divan,Bora Zila,Street,Howrah,Howrah,West Bengal,India,786003,2020-02-14,Urban,Motor,SM1009,640569699199
2025-07-29,AG1180,Baiju Sani,M,1990-01-04,ADHAR-3056-8181-2512,LIC/De/73771,2023-03-04,2030-02-06,IM,LFE,16,Hindi/English,99797682752,baiju48@example.com,H.No. 021 Ramaswamy Road,Kant,Street,New Delhi,New Delhi,Delhi,India,110005,2009-03-09,Urban,Motor,SM1046,785919940282
2025-07-29,AG1181,Indrajit Sheth,M,1977-09-02,UID-429305031327,LIC/Ka/79196,2022-01-28,2028-05-29,CO,LFE,6,Hindi/English/Kannada,99687670800,indrajit41@example.com,H.No. 973- Chandran Circle,Deo,Street,Mysore,Mysore,Karnataka,India,587617,2019-05-12,Urban,Combo,SM1028,181364730525
2025-07-29,AG1182,Jayan Sehgal,F,1979-08-26,VOTER-C349884,LIC/De/20451,2020-12-02,2029-12-20,MI,HLT,4,Hindi/English,99227610686,jayan74@example.com,05- Varghese Street,Sampath Ganj,Street,New Delhi,New Delhi,Delhi,India,110008,2020-09-14,Rural,Health,SM1044,538728169257
2025-07-29,AG1183,Ira Chopra,M,1971-05-29,VOTER-A555632,LIC/Ta/74643,2023-11-21,2026-02-04,CO,LFE,13,Hindi/English/Tamil,98364545776,ira74@example.com,43/28- Vig Road,Cherian Road,Street,Madurai,Madurai,Tamil Nadu,India,613883,2012-06-01,Urban,Combo,SM1022,581927617786
2025-07-29,AG1184,Ivan Soman,F,1994-07-09,ADHAR-8430-4884-1925,LIC/Ta/58039,2018-06-25,2025-08-14,BO,HLT,18,Hindi/English/Tamil,99582007271,ivan89@example.com,H.No. 51 Loke Road,Desai Ganj,Street,Coimbatore,Coimbatore,Tamil Nadu,India,691539,2007-01-23,Urban,Health,SM1025,259287991781
2025-07-29,AG1185,Divyansh Bobal,F,1973-07-28,VOTER-C108844,LIC/Ka/47795,2024-05-30,2028-01-02,MI,LFE,4,Hindi/English/Kannada,97862287780,divyansh16@example.com,H.No. 431 Bhandari Path,Thakur Circle,Street,Bangalore,Bangalore,Karnataka,India,580739,2021-01-19,Urban,Life,SM1035,454265996022
2025-07-29,AG1186,Anahi Shroff,M,1990-05-25,ADHAR-5130-5405-4879,LIC/We/12189,2014-07-12,2027-10-08,BO,HLT,15,Hindi/English/Bengali,97759125919,anahi13@example.com,614- Arya Chowk,Seth Chowk,Street,Kolkata,Kolkata,West Bengal,India,748656,2009-09-26,Urban,Combo,SM1035,891575855221
2025-07-29,AG1187,Anaya Khare,M,1990-11-11,VOTER-C460523,LIC/We/29888,2016-04-24,2029-03-17,IM,HLT,9,Hindi/English/Bengali,98213283724,anaya36@example.com,H.No. 92- Maharaj Street,Chada Path,Street,Kolkata,Kolkata,West Bengal,India,771654,2015-12-07,Urban,Combo,SM1040,575644801890
2025-07-29,AG1188,Zeeshan Thaker,F,1988-12-17,VOTER-A770193,LIC/Ta/92714,2024-08-29,2025-10-15,BO,LFE,3,Hindi/English/Tamil,98579308761,zeeshan49@example.com,941- Tiwari Chowk,Ben Zila,Street,Chennai,Chennai,Tamil Nadu,India,647093,2021-12-16,Rural,Life,SM1028,391063976395
2025-07-29,AG1189,Ivana Mani,M,1989-09-17,UID-859938372350,LIC/We/16089,2025-02-08,2027-03-10,IM,HLT,0,Hindi/English/Bengali,98726073189,ivana97@example.com,H.No. 70- Dugar Circle,Khanna Ganj,Street,Howrah,Howrah,West Bengal,India,754160,2024-10-07,Rural,Health,SM1013,043573198199
2025-07-29,AG1190,Devansh Kari,M,1980-12-29,ADHAR-9803-2856-8752,LIC/Ta/10743,2022-02-24,2026-09-23,MI,GEN,6,Hindi/English/Tamil,98543134707,devansh21@example.com,77/93- Kumar Road,Sehgal Road,Street,Chennai,Chennai,Tamil Nadu,India,679501,2019-01-11,Urban,Health,SM1017,087201133066
2025-07-29,AG1191,Onkar Vora,F,1973-01-22,ADHAR-6053-4174-4127,LIC/De/56909,2024-10-24,2029-01-03,PO,GEN,1,Hindi/English,98356495006,onkar68@example.com,72 Sampath Path,Dhawan Nagar,Street,New Delhi,New Delhi,Delhi,India,110049,2024-05-16,Urban,Health,SM1015,008499556990
2025-07-29,AG1192,Vedika Chaudry,M,1967-03-22,ADHAR-1022-1899-8404,LIC/We/58356,2018-09-22,2026-03-02,CO,LFE,11,Hindi/English/Bengali,98779570787,vedika23@example.com,187 Mallick Street,Borah Road,Street,Howrah,Howrah,West Bengal,India,734493,2013-08-22,Rural,Combo,SM1028,740864173684
2025-07-29,AG1193,Ivana Bora,F,1999-08-15,ADHAR-4969-1214-2355,LIC/Ka/71499,2012-11-25,2030-02-20,IM,GEN,19,Hindi/English/Kannada,99582285872,ivana35@example.com,58/72- Swaminathan Nagar,Grover,Street,Mysore,Mysore,Karnataka,India,578848,2005-11-20,Urban,Health,SM1045,089363518816
2025-07-29,AG1194,Lakshit Jain,M,1998-02-11,ADHAR-2750-1971-2023,LIC/We/86622,2015-08-13,2025-10-06,IM,LFE,13,Hindi/English/Bengali,97275293615,lakshit65@example.com,01 Mani,Sharma Chowk,Street,Howrah,Howrah,West Bengal,India,764822,2011-11-14,Rural,Life,SM1033,432690787882
2025-07-29,AG1195,Zaina Sura,F,1996-03-29,VOTER-C416605,LIC/De/65084,2015-11-27,2028-08-08,CO,HLT,10,Hindi/English,97256823697,zaina38@example.com,H.No. 52 Dubey Chowk,Bhakta Chowk,Street,New Delhi,New Delhi,Delhi,India,110019,2015-05-05,Rural,Motor,SM1019,406851581053
2025-07-29,AG1196,Aaina Sarraf,F,2002-01-13,ADHAR-7491-3673-9245,LIC/Ka/95324,2024-04-07,2027-06-07,MI,HLT,7,Hindi/English/Kannada,97932424436,aaina49@example.com,H.No. 340 Jaggi Zila,Deep Chowk,Street,Bangalore,Bangalore,Karnataka,India,571979,2017-11-17,Rural,Health,SM1019,362931359968
2025-07-29,AG1197,Aradhya Keer,F,2002-11-02,ADHAR-8295-8516-4018,LIC/De/14020,2022-05-23,2030-05-02,IM,HLT,17,Hindi/English,99207814244,aradhya68@example.com,93- Loke Ganj,Vala Street,Street,New Delhi,New Delhi,Delhi,India,110082,2007-09-09,Urban,Life,SM1017,280446329664
2025-07-29,AG1198,Lakshit Setty,M,1981-11-23,UID-151336100609,LIC/Ma/40414,2018-01-31,2028-11-05,IM,HLT,12,Hindi/English/Marathi,98134037405,lakshit24@example.com,30/35 Batta Road,Gupta Ganj,Street,Pune,Pune,Maharashtra,India,400319,2013-05-23,Urban,Combo,SM1007,171571972802
2025-07-29,AG1199,Jayant Dhawan,F,1968-10-27,VOTER-A364991,LIC/Ta/38381,2008-12-31,2028-03-30,PO,HLT,17,Hindi/English/Tamil,97551167608,jayant57@example.com,H.No. 02- Kar Chowk,Dar Street,Street,Coimbatore,Coimbatore,Tamil Nadu,India,629526,2008-04-27,Urban,Motor,SM1013,136645478723
2025-07-29,AG1200,Armaan Bhargava,M,1997-09-02,VOTER-B736638,LIC/Ma/23006,2022-09-06,2030-02-07,IM,GEN,9,Hindi/English/Marathi,99678639231,armaan92@example.com,H.No. 762 Kunda Zila,Sarraf Path,Street,Pune,Pune,Maharashtra,India,443152,2016-03-09,Rural,Health,SM1003,454509169369
2025-07-29,AG1201,Suhana Sarma,M,1968-11-16,ADHAR-8709-1860-5783,LIC/We/15533,2018-02-06,2027-11-01,IM,LFE,16,Hindi/English/Bengali,98065388541,suhana31@example.com,73/895- Bobal Road,Mann Zila,Street,Kolkata,Kolkata,West Bengal,India,714935,2009-02-20,Rural,Health,SM1031,220412157787
2025-07-29,AG1202,Chirag Gandhi,M,1988-01-03,ADHAR-6790-8188-5895,LIC/De/23838,2019-06-06,2027-08-25,CO,HLT,8,Hindi/English,98443694695,chirag34@example.com,H.No. 805 Thaker Street,Varma Path,Street,New Delhi,New Delhi,Delhi,India,110015,2017-03-24,Urban,Motor,SM1021,468821701681
2025-07-29,AG1203,Mohanlal Sant,M,1986-06-08,ADHAR-3450-5946-9737,LIC/Ta/86130,2025-07-04,2030-06-09,BO,HLT,0,Hindi/English/Tamil,97007746021,mohanlal47@example.com,H.No. 262 Loyal Nagar,Mallick,Street,Chennai,Chennai,Tamil Nadu,India,607953,2025-06-26,Urban,Health,SM1006,349696282148
2025-07-29,AG1204,Vihaan Lad,M,1980-08-12,VOTER-B233647,LIC/Ma/14157,2018-09-23,2029-10-30,BO,HLT,17,Hindi/English/Marathi,97455817939,vihaan42@example.com,41 Loyal,Madan Circle,Street,Pune,Pune,Maharashtra,India,489866,2007-08-31,Urban,Motor,SM1016,787493191557
2025-07-29,AG1205,Amira Sabharwal,M,1990-09-24,UID-931612564679,LIC/Ma/73287,2024-10-09,2030-06-15,CO,HLT,3,Hindi/English/Marathi,98412249325,amira80@example.com,76 Wason,Venkataraman Zila,Street,Mumbai,Mumbai,Maharashtra,India,419700,2021-09-23,Urban,Health,SM1004,323762470051
2025-07-29,AG1206,Manjari Thaman,M,1981-11-21,VOTER-A507816,LIC/We/74822,2025-03-30,2027-05-05,IM,HLT,0,Hindi/English/Bengali,97125181205,manjari68@example.com,484 Bala Path,Chawla Zila,Street,Howrah,Howrah,West Bengal,India,772825,2024-09-28,Urban,Motor,SM1003,290677336567
2025-07-29,AG1207,Nitya Hayer,F,1977-04-08,VOTER-E228477,LIC/Ta/91608,2024-05-21,2029-06-18,MI,LFE,7,Hindi/English/Tamil,98033699016,nitya34@example.com,H.No. 492- Rege Zila,Gara Marg,Street,Chennai,Chennai,Tamil Nadu,India,646572,2018-03-26,Rural,Life,SM1016,144011614048
2025-07-29,AG1208,Eva Mammen,F,1983-04-24,VOTER-E670561,LIC/Ka/88711,2024-05-07,2028-01-29,CO,LFE,6,Hindi/English/Kannada,99940818273,eva60@example.com,71/83 Tailor Zila,Kale Marg,Street,Mysore,Mysore,Karnataka,India,572672,2019-04-22,Urban,Life,SM1020,213784410598
2025-07-29,AG1209,Jayan Ahuja,F,1974-08-19,UID-985389310168,LIC/Ka/50330,2024-06-17,2027-11-09,IM,HLT,13,Hindi/English/Kannada,97823965954,jayan21@example.com,283- Raja Circle,Saini Circle,Street,Mysore,Mysore,Karnataka,India,560328,2011-08-14,Urban,Health,SM1037,156168861728
2025-07-29,AG1210,Manikya Iyer,F,1996-05-10,ADHAR-9587-8145-7254,LIC/Ma/52300,2020-06-21,2029-01-26,CO,LFE,6,Hindi/English/Marathi,99075216499,manikya25@example.com,97 Bakshi Marg,Kaur Chowk,Street,Pune,Pune,Maharashtra,India,496120,2019-01-01,Rural,Life,SM1030,248063470044
2025-07-29,AG1211,Nayantara Deol,F,1993-01-13,VOTER-C894377,LIC/Ka/82112,2023-10-16,2027-08-24,BO,GEN,6,Hindi/English/Kannada,99810525095,nayantara94@example.com,01 Hayre Marg,Gandhi Nagar,Street,Mysore,Mysore,Karnataka,India,560704,2019-05-07,Rural,Health,SM1019,807425178318
2025-07-29,AG1212,Akarsh Viswanathan,F,1991-01-12,UID-806315339293,LIC/Ka/36272,2022-10-04,2028-08-04,MI,GEN,10,Hindi/English/Kannada,99701246956,akarsh22@example.com,05- Talwar Zila,Shan Street,Street,Bangalore,Bangalore,Karnataka,India,585337,2014-12-19,Rural,Health,SM1013,754252519251
2025-07-29,AG1213,Shayak Din,M,1975-01-23,UID-917086075505,LIC/Ta/79855,2024-05-14,2026-11-06,PO,GEN,9,Hindi/English/Tamil,97014278967,shayak76@example.com,H.No. 015 Sama Road,Brar Path,Street,Chennai,Chennai,Tamil Nadu,India,651575,2016-06-22,Urban,Motor,SM1000,851225884263
2025-07-29,AG1214,Lakshay Soni,F,1990-12-01,VOTER-B702720,LIC/De/88950,2017-09-13,2028-05-17,IM,GEN,13,Hindi/English,98445364617,lakshay36@example.com,92 Keer Marg,Thakur Chowk,Street,New Delhi,New Delhi,Delhi,India,110065,2012-03-30,Urban,Health,SM1046,246840711935
2025-07-29,AG1215,Ehsaan Gade,F,1973-12-15,UID-602030879551,LIC/Ma/50106,2009-07-10,2029-11-24,IM,GEN,17,Hindi/English/Marathi,99804481396,ehsaan41@example.com,61/30- Bose Circle,Chander,Street,Pune,Pune,Maharashtra,India,416177,2007-08-07,Rural,Life,SM1041,504656750545
2025-07-29,AG1216,Kanav Sridhar,F,2000-10-03,ADHAR-5279-2971-2508,LIC/We/63252,2025-05-03,2027-01-10,BO,GEN,5,Hindi/English/Bengali,99224294207,kanav98@example.com,53/554 Sarin Zila,Kala Nagar,Street,Howrah,Howrah,West Bengal,India,767676,2020-05-17,Urban,Motor,SM1046,391670718369
2025-07-29,AG1217,Saksham Suresh,M,1966-12-07,VOTER-D470719,LIC/We/36859,2024-01-19,2028-08-17,IM,GEN,1,Hindi/English/Bengali,97970250016,saksham60@example.com,979- De Nagar,Raj Chowk,Street,Howrah,Howrah,West Bengal,India,734923,2024-01-09,Rural,Combo,SM1014,073190044474
2025-07-29,AG1218,Ivana Kata,M,1972-01-20,VOTER-A254540,LIC/Ta/28161,2020-08-26,2028-10-23,CO,LFE,9,Hindi/English/Tamil,97277892549,ivana59@example.com,H.No. 80- Rau Chowk,Toor,Street,Coimbatore,Coimbatore,Tamil Nadu,India,684876,2016-04-17,Rural,Combo,SM1048,707779969460
2025-07-29,AG1219,Mohanlal Devi,M,2000-04-18,UID-136182390777,LIC/Ma/38496,2012-07-13,2027-06-11,IM,HLT,18,Hindi/English/Marathi,99599020745,mohanlal37@example.com,85 Sama Ganj,Keer Nagar,Street,Nagpur,Nagpur,Maharashtra,India,428759,2006-09-28,Urban,Health,SM1046,669641409760
2025-07-29,AG1220,Nitya Handa,M,1969-02-24,VOTER-C257406,LIC/Ma/34030,2022-05-16,2029-06-26,CO,LFE,15,Hindi/English/Marathi,98533790981,nitya20@example.com,H.No. 877- Chaudhary Path,Sampath Ganj,Street,Mumbai,Mumbai,Maharashtra,India,497223,2010-06-13,Urban,Motor,SM1010,693810876394
2025-07-29,AG1221,Ahana  Bhasin,F,1975-06-29,UID-257009686436,LIC/Ta/89530,2019-05-21,2027-10-27,BO,HLT,19,Hindi/English/Tamil,98589667200,ahana65@example.com,426- Bhandari Street,Saraf Circle,Street,Madurai,Madurai,Tamil Nadu,India,697177,2006-07-16,Rural,Life,SM1006,544415459907
2025-07-29,AG1222,Misha Apte,M,1964-10-15,VOTER-D752648,LIC/We/29110,2025-04-07,2027-02-24,MI,LFE,0,Hindi/English/Bengali,98556783878,misha90@example.com,H.No. 940- Bora Marg,Viswanathan Ganj,Street,Howrah,Howrah,West Bengal,India,769021,2024-12-18,Urban,Motor,SM1046,873219774721
2025-07-29,AG1223,Onkar Ben,F,1980-05-09,ADHAR-8788-9464-3083,LIC/Ta/72049,2023-12-30,2026-07-24,CO,LFE,3,Hindi/English/Tamil,97678431494,onkar93@example.com,H.No. 064 Mammen Circle,Savant Chowk,Street,Madurai,Madurai,Tamil Nadu,India,697658,2021-09-30,Urban,Life,SM1024,639258351637
2025-07-29,AG1224,Advik Krishnamurthy,M,1995-07-20,ADHAR-7724-2833-4743,LIC/Ta/96162,2025-06-23,2027-02-02,IM,HLT,0,Hindi/English/Tamil,99969777242,advik79@example.com,70 Borah Chowk,Gola Path,Street,Coimbatore,Coimbatore,Tamil Nadu,India,602734,2025-05-12,Rural,Motor,SM1022,156705963041
2025-07-29,AG1225,Kimaya Chandra,M,1970-01-17,ADHAR-2170-8150-8636,LIC/Ta/44245,2024-05-22,2026-12-01,MI,LFE,1,Hindi/English/Tamil,98101668834,kimaya77@example.com,48/77 Singh Street,Grewal Marg,Street,Madurai,Madurai,Tamil Nadu,India,626221,2023-08-17,Urban,Motor,SM1016,268337849405
2025-07-29,AG1226,Ayesha Acharya,F,1978-02-03,UID-323299521504,LIC/We/30019,2021-04-16,2028-09-12,CO,LFE,15,Hindi/English/Bengali,98351011101,ayesha50@example.com,H.No. 85- Bhatnagar Circle,Devan,Street,Howrah,Howrah,West Bengal,India,721757,2010-06-28,Urban,Motor,SM1013,642962798558
2025-07-29,AG1227,Indrajit Chokshi,F,1987-10-25,UID-107089301220,LIC/Ma/37966,2008-06-20,2025-07-30,MI,GEN,18,Hindi/English/Marathi,98559139847,indrajit67@example.com,H.No. 249 Kari Circle,Chopra Marg,Street,Mumbai,Mumbai,Maharashtra,India,427878,2006-09-15,Urban,Life,SM1005,547838998261
2025-07-29,AG1228,Aarav Ramanathan,F,1998-09-01,UID-497348475745,LIC/Ma/15187,2024-08-21,2027-06-16,IM,GEN,0,Hindi/English/Marathi,98335287278,aarav62@example.com,828 Sengupta Road,Sarin Nagar,Street,Pune,Pune,Maharashtra,India,491927,2024-08-14,Urban,Motor,SM1023,994492241430
2025-07-29,AG1229,Nirvi Verma,F,1989-05-05,ADHAR-2223-9965-2232,LIC/Ta/36051,2011-05-24,2030-05-13,BO,GEN,17,Hindi/English/Tamil,98323212082,nirvi14@example.com,85/030- Raj Nagar,Dhar Path,Street,Madurai,Madurai,Tamil Nadu,India,690483,2007-09-20,Rural,Life,SM1020,737674084797
2025-07-29,AG1230,Ahana  Krishna,F,1968-04-21,VOTER-D867702,LIC/Ta/78765,2017-01-22,2030-01-29,PO,LFE,8,Hindi/English/Tamil,98184317904,ahana39@example.com,88/388- Bajaj Ganj,Manda Nagar,Street,Madurai,Madurai,Tamil Nadu,India,655096,2016-12-15,Rural,Combo,SM1001,032684735619
2025-07-29,AG1231,Ranbir Rege,F,1969-09-30,UID-323033102812,LIC/De/42391,2020-06-08,2027-01-08,PO,GEN,19,Hindi/English,98524826352,ranbir86@example.com,483 Jhaveri Ganj,Ramakrishnan Road,Street,New Delhi,New Delhi,Delhi,India,110071,2005-08-11,Urban,Health,SM1011,075667672008
2025-07-29,AG1232,Purab Dada,F,1970-07-31,ADHAR-2752-8144-7149,LIC/De/77674,2014-02-14,2030-06-08,MI,LFE,12,Hindi/English,99169968925,purab65@example.com,H.No. 074 Talwar Circle,Kothari Nagar,Street,New Delhi,New Delhi,Delhi,India,110019,2012-08-02,Rural,Life,SM1043,628935564789
2025-07-29,AG1233,Charvi Konda,F,1982-07-11,VOTER-C707837,LIC/Ka/92387,2020-04-06,2028-09-15,IM,LFE,18,Hindi/English/Kannada,97369603934,charvi18@example.com,10/26- Vora,Mani Zila,Street,Bangalore,Bangalore,Karnataka,India,574156,2006-10-23,Urban,Life,SM1044,891234366575
2025-07-29,AG1234,Samarth Srivastava,F,2001-03-23,ADHAR-3688-9744-5132,LIC/Ma/38606,2019-06-22,2026-04-09,MI,LFE,15,Hindi/English/Marathi,99484703091,samarth74@example.com,H.No. 400- Sandhu Nagar,Mander Path,Street,Pune,Pune,Maharashtra,India,433869,2009-10-16,Urban,Life,SM1041,868869276384
2025-07-29,AG1235,Tiya Karpe,M,1990-06-12,VOTER-E784279,LIC/Ta/66545,2024-10-28,2028-01-18,CO,HLT,3,Hindi/English/Tamil,97414102575,tiya89@example.com,33/018 Sidhu Street,Madan Circle,Street,Madurai,Madurai,Tamil Nadu,India,610551,2021-08-30,Urban,Motor,SM1041,235093463419
2025-07-29,AG1236,Yashvi Deo,M,1982-03-04,ADHAR-2214-1697-2330,LIC/Ma/21799,2025-04-20,2029-08-27,CO,GEN,1,Hindi/English/Marathi,99144013870,yashvi94@example.com,39 Doshi Marg,Balan Chowk,Street,Nagpur,Nagpur,Maharashtra,India,473075,2024-02-21,Urban,Motor,SM1041,253778347989
2025-07-29,AG1237,Fateh Tiwari,M,1993-07-22,UID-959865996983,LIC/We/64102,2022-04-02,2030-04-14,MI,GEN,7,Hindi/English/Bengali,97035027683,fateh39@example.com,H.No. 67- Kapur Circle,Tailor Marg,Street,Howrah,Howrah,West Bengal,India,701346,2017-10-02,Urban,Life,SM1003,189063020698
2025-07-29,AG1238,Divit Gole,M,1980-09-27,ADHAR-7159-6740-2087,LIC/Ma/68861,2022-10-15,2026-08-30,MI,LFE,2,Hindi/English/Marathi,98661046033,divit53@example.com,72 Dixit,Ramachandran Ganj,Street,Nagpur,Nagpur,Maharashtra,India,409375,2022-09-24,Urban,Health,SM1038,676127833172
2025-07-29,AG1239,Jayan Gopal,F,1998-10-14,ADHAR-5031-3057-1897,LIC/De/60384,2017-07-12,2028-09-04,IM,HLT,16,Hindi/English,97967974558,jayan21@example.com,24/58- Barad Street,Kohli Circle,Street,New Delhi,New Delhi,Delhi,India,110090,2008-12-14,Rural,Combo,SM1037,824298507493
2025-07-29,AG1240,Jivin Khare,M,1999-04-14,ADHAR-2693-4191-8786,LIC/Ka/92764,2010-01-06,2030-05-29,BO,GEN,19,Hindi/English/Kannada,99525060424,jivin60@example.com,H.No. 374 Sabharwal Marg,Dada Marg,Street,Bangalore,Bangalore,Karnataka,India,567565,2006-05-16,Rural,Health,SM1014,221057554155
2025-07-29,AG1241,Anvi Khatri,M,1983-01-19,ADHAR-9510-8696-3707,LIC/Ma/71497,2024-10-12,2027-01-03,IM,LFE,2,Hindi/English/Marathi,99143524013,anvi27@example.com,04/14- Kanda Street,Kamdar Street,Street,Mumbai,Mumbai,Maharashtra,India,498095,2022-12-24,Urban,Combo,SM1008,693926532636
