Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1156,Ayesha Gopal,MCI/KAR/55651,2769147649,2028-01-26,1974-09-09,Other,669684982838,97059139081,ayesha.doc22@clinic.com,H.No. 79- Sarna Zila,0,Mysore,Karnataka,589413,Orthopedic Surgery,Pediatrics,207X00000X,Armed Forces Medical College,2004,HOSP-0004,N,2020-09-29,Active,0,1.0,350865.55,1.0,0.0,0.0,0.0,1.0,254173.56,1.0,1.0,1.0,97120.15,135424.48,0.0,0.0,1.0,0.0,2.0,828291.8999999999,2.0,0.0,0.0,0.0,2.0,665983.2,2.0,2.0,2.0,116482.59999999999,74069.37000000001,0.0,0.0,2.0,0.0,7,3368674.69,5,2,1,581473.34,5,1905139.01,7,7,7,144017.58428571429,94685.53428571428,0.0,1.0,4,1,14,9074607.57,10,4,1,581473.34,9,2708516.01,14,11,14,169805.95285714284,134401.73785714287,0.0,1.0,7,2,48,28986186.9,38,10,4,9666107.790000001,41,15223689.77,48,29,42,82499.791875,132319.43520833334,1.0,3.0,32,9,37,16607547.42,27,10,0,0.0,36,13467472.540000001,37,26,35,97056.82513513514,76400.97594594595,0.0,0.0,26,10,350865.55,254173.56,414145.94999999995,332991.6,481239.2414285714,381027.802,648186.255,300946.2233333333,603878.8937499999,371309.50658536586,448852.632972973,374096.45944444445,0
PRAC-1157,Ayesha Virk,MCI/WES/57366,5040158349,2026-07-13,1996-11-21,Female,57944893600,97703813426,ayesha.doc86@clinic.com,03/76- Varty,0,Howrah,West Bengal,791107,Oncology,0,207R00000X,Maulana Azad Medical College,2025,HOSP-0033,N,2027-01-01,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,324666.27,1.0,0.0,0.0,0.0,1.0,235972.98,1.0,1.0,1.0,83041.3,58043.64,0.0,0.0,1.0,0.0,2,650468.31,2,0,0,0.0,2,535586.62,2,2,2,94454.89,43304.135,0.0,0.0,2,0,9,7092742.640000001,9,0,2,2561704.6700000004,6,1575865.6600000001,9,9,8,157925.23555555556,208092.65000000002,0.0,2.0,6,0,45,30655240.9,34,11,5,2538080.8600000003,39,23179496.2,45,27,42,148126.96844444444,162047.1511111111,2.0,3.0,30,9,23,12540511.16,19,4,1,1350612.54,19,7675440.31,23,19,22,97799.86260869565,116895.0243478261,0.0,1.0,16,3,0.0,0.0,324666.27,235972.98,325234.155,267793.31,788082.5155555556,262644.2766666667,681227.5755555555,594346.0564102564,545239.6156521739,403970.5426315789,0
PRAC-1158,Hridaan Choudhury,MCI/KAR/64964,1248809988,2028-04-06,1970-02-18,Other,819262183811,97911979024,hridaan.doc4@clinic.com,98/234- Sarraf Zila,0,Bangalore,Karnataka,585139,Dermatology,Orthopedic Surgery,207N00000X,All India Institute of Medical Sciences,1996,HOSP-0031,N,2011-06-12,Active,0,1.0,270727.96,1.0,0.0,0.0,0.0,1.0,554835.62,1.0,1.0,1.0,78615.95,50298.01,0.0,0.0,1.0,0.0,3.0,1121443.15,3.0,0.0,0.0,0.0,3.0,1328911.48,3.0,3.0,3.0,102434.84999999999,87003.97,0.0,0.0,3.0,0.0,8,4350652.95,6,2,1,406802.5,7,3748152.37,8,8,8,88716.30625,132820.185,0.0,1.0,5,2,10,5545702.32,8,2,1,406802.5,8,4646666.45,10,10,10,81169.989,139752.039,0.0,1.0,6,2,65,42042534.87,49,16,4,2222599.81,54,28461457.27,65,35,59,102648.54276923077,124427.50246153846,1.0,3.0,41,13,29,15444709.81,24,5,4,3314259.2199999997,24,9942605.98,29,20,28,101355.89344827586,133862.8596551724,2.0,2.0,21,3,270727.96,554835.62,373814.3833333333,442970.49333333335,543831.61875,535450.3385714286,554570.2320000001,580833.30625,646808.2287692308,527064.0235185185,532576.2003448276,414275.2491666667,0
PRAC-1159,Emir Mangal,MCI/DEL/79599,6146692323,2027-05-28,1965-10-20,Other,650132492537,97597583726,emir.doc16@clinic.com,H.No. 610- Dash Marg,Mahajan Circle,New Delhi,Delhi,110098,Cardiology,Orthopedic Surgery,207R00000X,Armed Forces Medical College,1992,HOSP-0031,Y,2014-10-21,Active,0,1.0,1028469.93,1.0,0.0,0.0,0.0,1.0,736569.86,1.0,1.0,1.0,122291.94,51528.47,0.0,0.0,1.0,0.0,4.0,3674112.04,3.0,1.0,1.0,1359537.29,3.0,1951742.3599999999,4.0,4.0,4.0,227748.4675,195754.58500000002,1.0,0.0,3.0,0.0,6,4480805.62,4,2,1,1359537.29,5,2568062.9,6,6,6,186702.79333333333,163980.23166666666,1.0,0.0,4,1,10,8620922.27,7,3,1,1359537.29,9,6443020.89,10,9,9,202830.047,132055.218,1.0,0.0,7,2,51,27510584.23,36,15,6,4860552.609999999,41,17562640.63,51,30,42,108816.11019607843,90539.97588235296,0.0,6.0,29,12,23,12306070.01,20,3,1,645441.93,19,7682090.140000001,23,21,20,94355.15043478261,88836.98130434784,0.0,1.0,16,3,1028469.93,736569.86,918528.01,650580.7866666666,746800.9366666666,513612.57999999996,862092.227,715891.21,539423.2201960784,428357.08853658533,535046.5221739131,404320.53368421056,0
PRAC-1160,Purab Varghese,MCI/KAR/66419,2496296779,2028-07-28,1984-04-02,Other,400278444076,98429198861,purab.doc71@clinic.com,19/042- Dey Path,Datta Nagar,Mysore,Karnataka,589398,Dermatology,0,207N00000X,Kasturba Medical College,2012,HOSP-0009,N,2019-11-03,Active,0,1.0,137058.33,0.0,1.0,0.0,0.0,1.0,73866.48,1.0,1.0,1.0,25958.28,21920.88,0.0,0.0,0.0,1.0,2.0,1308367.02,1.0,1.0,0.0,0.0,2.0,1177228.28,2.0,2.0,2.0,33674.99,143404.195,0.0,0.0,1.0,1.0,9,9421591.22,5,4,1,92377.98,8,8269095.05,9,9,9,261361.22666666668,160743.5222222222,1.0,0.0,5,3,13,13334346.280000001,9,4,1,92377.98,12,11697879.46,13,13,13,261087.92846153848,163475.9646153846,1.0,0.0,9,3,61,35874187.52,42,19,5,3924154.52,50,23533849.91,61,34,55,125050.69721311476,126955.78131147541,2.0,3.0,36,14,31,28422512.28,27,4,0,0.0,31,24750084.2,31,22,30,192272.1858064516,202572.09548387097,0.0,0.0,27,4,137058.33,73866.48,654183.51,588614.14,1046843.468888889,1033636.88125,1025718.9446153847,974823.2883333334,588101.4347540984,470676.99820000003,916855.2348387097,798389.8129032258,0
PRAC-1161,Suhana Bal,MCI/MAH/37853,4643294749,2030-08-08,1982-06-08,Male,118555594966,99804379711,suhana.doc92@clinic.com,024 Bhatnagar Circle,Date Street,Nagpur,Maharashtra,416580,Oncology,General Practice,207R00000X,Kasturba Medical College,2009,HOSP-0031,Y,2018-03-30,Active,0,1.0,290579.08,0.0,1.0,0.0,0.0,1.0,587189.38,1.0,1.0,1.0,5113.08,37728.04,0.0,0.0,0.0,1.0,1.0,290579.08,0.0,1.0,0.0,0.0,1.0,587189.38,1.0,1.0,1.0,5113.08,37728.04,0.0,0.0,0.0,1.0,4,2432321.52,2,2,0,0.0,3,1742013.38,4,3,4,93408.09,82411.7825,0.0,0.0,1,2,9,7117790.4399999995,7,2,0,0.0,8,5360983.95,9,6,8,193179.72555555555,71363.66111111111,0.0,0.0,6,2,47,36785436.82,40,7,5,2132387.69,36,24316430.85,47,30,41,137515.19595744682,180538.1489361702,0.0,5.0,31,5,46,31149599.38,30,16,5,3629477.1799999997,35,22114209.73,46,28,37,126221.10369565219,161306.13130434783,2.0,3.0,26,9,290579.08,587189.38,290579.08,587189.38,608080.38,580671.1266666666,790865.6044444444,670122.99375,782668.8685106382,675456.4125000001,677165.2039130435,631834.5637142857,0
PRAC-1162,Veer Shukla,MCI/TAM/42530,1737183685,2026-06-24,1966-04-29,Other,315251388302,97184084293,veer.doc38@clinic.com,033- Subramanian Nagar,Bajaj Chowk,Coimbatore,Tamil Nadu,633435,Orthopedic Surgery,Cardiology,207X00000X,All India Institute of Medical Sciences,1994,HOSP-0049,Y,1999-12-19,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1171813.53,1.0,0.0,0.0,0.0,1.0,1034638.11,1.0,1.0,1.0,297010.26,237952.18,0.0,0.0,1.0,0.0,2,1714104.25,2,0,0,0.0,2,1444701.75,2,2,2,218294.115,132411.745,0.0,0.0,2,0,4,3288261.24,3,1,0,0.0,4,2836885.48,4,3,4,177246.04,126001.5575,0.0,0.0,3,1,53,34975733.97,42,11,5,968923.1699999999,45,24483290.78,53,37,47,125695.30113207547,121774.2758490566,0.0,5.0,35,10,26,14819922.74,18,8,2,819803.0900000001,24,12411878.950000001,26,20,24,127663.59576923077,90827.24730769232,1.0,1.0,17,7,0.0,0.0,1171813.53,1034638.11,857052.125,722350.875,822065.31,709221.37,659919.5088679245,544073.1284444445,569997.0284615385,517161.62291666673,0
PRAC-1163,Lakshit Sama,MCI/KAR/26823,5933505801,2028-11-02,1961-04-11,Female,247799380666,99001998821,lakshit.doc59@clinic.com,72/115 Edwin Zila,0,Mysore,Karnataka,570414,Neurology,Oncology,2084N0400X,Kasturba Medical College,1985,HOSP-0006,N,1987-01-17,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3294976.9000000004,5,0,1,948630.77,3,968371.3799999999,5,5,5,184300.452,117604.222,0.0,1.0,3,0,11,7702091.32,10,1,2,1796433.25,7,3831272.66,11,10,11,171398.66545454547,147942.7990909091,0.0,2.0,6,1,57,42984003.25,41,16,5,3998805.6900000004,48,29616972.09,56,38,49,168759.7398245614,138215.5449122807,1.0,4.0,34,14,25,14043492.03,21,4,1,597412.12,23,11098561.14,25,22,23,120286.7656,106701.6484,0.0,1.0,19,4,0.0,0.0,0.0,0.0,658995.3800000001,322790.45999999996,700190.12,547324.6657142857,754105.3201754387,617020.251875,561739.6812,482546.1365217391,0
PRAC-1164,Sana Khosla,MCI/MAH/70290,7012134528,2029-05-02,1983-06-15,Other,866154504306,99172132918,sana.doc32@clinic.com,68/962- Dubey Nagar,Bala Marg,Mumbai,Maharashtra,400845,Orthopedic Surgery,Oncology,207X00000X,JIPMER,2011,HOSP-0023,Y,2014-10-15,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,703167.22,0.0,1.0,0.0,0.0,1.0,504052.63,1.0,1.0,1.0,188237.51,207667.14,0.0,0.0,0.0,1.0,4,2856586.36,3,1,0,0.0,3,1687175.19,4,4,4,139656.74,140295.4775,0.0,0.0,2,1,8,5391559.99,7,1,0,0.0,7,3664524.2,8,6,8,115194.245,129505.845,0.0,0.0,6,1,63,40413400.6,50,13,5,3013885.29,55,29679137.07,63,35,55,148763.39952380952,111947.43746031745,1.0,4.0,43,12,23,17531679.55,19,4,1,1627027.81,21,12605696.57,23,20,21,179872.02521739132,148247.64956521738,0.0,1.0,17,4,0.0,0.0,703167.22,504052.63,714146.59,562391.73,673944.99875,523503.4571428572,641482.5492063492,539620.674,762246.9369565218,600271.2652380953,0
PRAC-1165,Hridaan Mane,MCI/TAM/10329,1647658030,2027-09-29,1960-04-27,Female,435363972452,99432281165,hridaan.doc2@clinic.com,H.No. 99- Sama,Viswanathan Road,Coimbatore,Tamil Nadu,668745,Dermatology,Oncology,207N00000X,JIPMER,1988,HOSP-0030,N,2015-11-08,Active,0,1.0,285366.43,0.0,1.0,0.0,0.0,1.0,1139927.82,1.0,1.0,1.0,40198.11,77588.08,0.0,0.0,0.0,1.0,4.0,1177903.33,2.0,2.0,0.0,0.0,4.0,1808469.3,4.0,4.0,4.0,40622.61,78253.855,0.0,0.0,2.0,2.0,17,8174936.25,14,3,1,581642.63,16,7194170.7700000005,17,13,17,74268.19647058824,95740.88294117647,0.0,1.0,13,3,20,9677044.08,16,4,1,581642.63,19,8622003.96,20,16,20,77569.4305,89682.159,0.0,1.0,15,4,62,39986856.1,44,18,5,3195129.6300000004,53,30254598.23,61,33,58,127598.05322580645,118063.88677419355,2.0,3.0,38,15,31,21859704.07,23,8,2,994908.96,28,17806273.82,31,21,30,143939.81935483872,103599.21903225807,0.0,2.0,20,8,285366.43,1139927.82,294475.8325,452117.325,480878.60294117645,449635.67312500003,483852.204,453789.68210526323,644949.2919354839,570841.4760377358,705151.7441935485,635938.3507142857,0
PRAC-1166,Gokul Anne,MCI/TAM/98766,2339399816,2028-11-08,1960-01-23,Other,81271087402,97118266647,gokul.doc60@clinic.com,H.No. 719 Varty Chowk,0,Chennai,Tamil Nadu,623851,Oncology,Cardiology,207R00000X,Maulana Azad Medical College,1984,HOSP-0036,Y,2008-01-29,Active,0,2.0,496826.02,1.0,1.0,1.0,82427.75,1.0,90360.85,2.0,2.0,2.0,56743.365,32368.955,0.0,1.0,0.0,1.0,3.0,682490.3400000001,2.0,1.0,1.0,82427.75,2.0,246649.04,3.0,3.0,3.0,51529.71,40852.04,0.0,1.0,1.0,1.0,8,4021448.18,6,2,1,82427.75,7,3281559.68,8,8,8,83486.3,74601.23875,0.0,1.0,5,2,12,8110430.640000001,9,3,2,1240118.62,9,4733724.84,12,11,12,113905.72666666667,127364.05333333334,0.0,2.0,7,2,66,38089586.26,50,16,4,1388817.71,58,29017578.86,66,33,57,99040.59333333334,115898.44348484848,0.0,4.0,43,15,35,20911092.34,26,9,4,3770313.83,28,13844843.92,35,25,32,111716.01628571429,115437.93371428573,0.0,4.0,19,9,248413.01,90360.85,227496.78000000003,123324.52,502681.0225,468794.24000000005,675869.2200000001,525969.4266666666,577114.9433333334,500303.08379310346,597459.7811428572,494458.71142857143,0
PRAC-1167,Vanya Garde,MCI/WES/13279,7162592841,2028-01-11,1983-05-25,Female,751255300194,98570302077,vanya.doc77@clinic.com,H.No. 669- Hayer Street,Khosla Path,Howrah,West Bengal,712382,General Surgery,Pediatrics,208600000X,Christian Medical College,2008,HOSP-0038,N,2011-04-10,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,431981.45,1.0,0.0,0.0,0.0,1.0,404418.66,1.0,1.0,1.0,80065.58,146742.51,0.0,0.0,1.0,0.0,8,8550170.0,6,2,0,0.0,8,8073523.62,8,8,8,236476.09124999997,86628.40375,0.0,0.0,6,2,15,15101920.97,12,3,1,1215616.55,14,12444593.020000001,15,12,15,231337.99666666667,154944.086,1.0,0.0,12,2,54,36322812.01,38,16,2,1126808.35,48,24995320.79,54,29,47,146411.7140740741,129682.13296296296,0.0,2.0,33,15,24,16943125.76,19,5,2,1899075.69,19,11950903.0,24,20,23,116476.11833333333,118248.03916666667,0.0,2.0,15,4,0.0,0.0,431981.45,404418.66,1068771.25,1009190.4525,1006794.7313333334,888899.5014285715,672644.6668518519,520735.84979166667,705963.5733333334,628994.8947368421,0
PRAC-1168,Tejas Bera,MCI/DEL/41331,4679332143,2029-11-15,1964-07-17,Other,648068356101,98674189665,tejas.doc73@clinic.com,24/178- Ravi Street,0,New Delhi,Delhi,110040,General Surgery,Neurology,208600000X,Christian Medical College,1991,HOSP-0030,Y,1994-09-05,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5899222.680000001,4.0,2.0,0.0,0.0,5.0,5283348.33,6.0,6.0,6.0,268228.89999999997,49147.30333333334,0.0,0.0,3.0,2.0,9,7096883.96,5,4,0,0.0,8,6443096.4399999995,9,9,9,199394.84666666665,38437.11666666667,0.0,0.0,4,4,14,8170299.71,8,6,0,0.0,12,7201809.1,14,13,13,139387.15,35076.169285714284,0.0,0.0,6,6,56,29717847.56,45,11,1,135313.07,50,23088316.27,56,35,49,114430.49892857144,99587.33892857142,0.0,1.0,40,10,23,18285637.1,16,7,2,245932.52,19,13079892.21,23,19,23,99330.98695652175,168029.68260869567,1.0,1.0,14,5,0.0,0.0,983203.7800000001,1056669.666,788542.6622222222,805387.0549999999,583592.8364285714,600150.7583333333,530675.8492857142,461766.3254,795027.7000000001,688415.3794736842,0
PRAC-1169,Dharmajan Walla,MCI/TAM/82871,2697255759,2030-06-09,1965-09-12,Female,38315120534,99542259826,dharmajan.doc77@clinic.com,H.No. 720- Tak Street,0,Madurai,Tamil Nadu,659190,Oncology,Orthopedic Surgery,207R00000X,Kasturba Medical College,1994,HOSP-0032,N,1997-02-26,Active,0,1.0,52259.29,1.0,0.0,0.0,0.0,1.0,31866.65,1.0,1.0,1.0,9286.34,7328.44,0.0,0.0,1.0,0.0,4.0,1119407.02,2.0,2.0,0.0,0.0,4.0,963673.19,4.0,4.0,4.0,42066.33,49075.85,0.0,0.0,2.0,2.0,7,3460567.1500000004,4,3,0,0.0,7,2969437.66,7,7,7,101324.7657142857,105423.03714285714,0.0,0.0,4,3,13,13553141.530000001,8,5,1,1398520.55,12,11291530.15,13,13,12,208659.33384615384,225457.84307692308,1.0,0.0,8,4,66,40740082.46,51,15,3,2772897.7199999997,60,31223785.72,64,34,51,99570.67984848486,111561.93696969697,1.0,2.0,46,14,35,25505106.35,30,5,3,2357438.04,29,15463210.09,35,29,33,163364.58457142857,153552.7337142857,2.0,1.0,27,2,52259.29,31866.65,279851.755,240918.2975,494366.73571428575,424205.38,1042549.3484615386,940960.8458333333,617273.9766666667,520396.4286666667,728717.3242857143,533214.1410344827,0
PRAC-1170,Miraya Anne,MCI/KAR/99829,989932095,2027-01-07,1984-08-20,Male,887769548326,99752122107,miraya.doc27@clinic.com,H.No. 934- Bains Street,Chada Zila,Mysore,Karnataka,560682,Pediatrics,Oncology,208000000X,Christian Medical College,2011,HOSP-0045,Y,2019-05-15,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,645124.6799999999,1.0,1.0,0.0,0.0,2.0,573848.67,2.0,2.0,2.0,5726.4800000000005,66770.635,0.0,0.0,1.0,1.0,8,3284756.9899999998,5,3,0,0.0,6,2621192.05,8,8,8,88330.04000000001,83794.35125,0.0,0.0,3,3,11,4972192.22,8,3,0,0.0,8,2862677.02,11,10,11,94116.71454545455,79713.32363636364,0.0,0.0,5,3,50,41231572.96,37,13,2,428948.78,45,35130732.34,50,32,44,146586.5988,156206.79320000001,0.0,2.0,33,12,26,13332440.35,18,8,2,419841.45,21,9906304.58,26,20,23,105358.1623076923,109910.61461538462,1.0,1.0,15,6,0.0,0.0,322562.33999999997,286924.335,410594.62374999997,436865.3416666666,452017.47454545455,357834.6275,824631.4592,780682.940888889,512786.1673076923,471728.7895238095,0
PRAC-1171,Samiha Das,MCI/DEL/22369,1140112162,2028-09-13,1991-01-01,Other,454113621815,97656036554,samiha.doc59@clinic.com,86 Master Path,0,New Delhi,Delhi,110056,Neurology,General Surgery,2084N0400X,Armed Forces Medical College,2018,HOSP-0001,Y,2024-10-08,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212303.97,1.0,0.0,0.0,0.0,1.0,178113.35,1.0,1.0,1.0,45344.44,25303.97,0.0,0.0,1.0,0.0,8,4260666.7299999995,7,1,0,0.0,8,3668301.09,8,7,8,89487.385,149362.69875,0.0,0.0,7,1,14,9417735.48,12,2,0,0.0,14,8001843.54,14,12,14,124997.6707142857,159370.8742857143,0.0,0.0,12,2,56,38869535.84,42,14,6,4513863.79,46,26874856.18,56,37,50,140300.21,149563.59107142856,2.0,4.0,34,12,20,8677719.58,11,9,2,782428.4,16,6031445.83,20,17,18,91787.1615,104282.44649999999,1.0,1.0,8,8,0.0,0.0,212303.97,178113.35,532583.3412499999,458537.63625,672695.3914285714,571560.2528571428,694098.8542857143,584236.0039130434,433885.979,376965.364375,0
PRAC-1172,Hridaan Vyas,MCI/TAM/63468,8549183236,2026-11-10,1996-07-16,Female,124326005247,97393213910,hridaan.doc4@clinic.com,H.No. 136 Dave,0,Madurai,Tamil Nadu,690784,Pediatrics,Dermatology,208000000X,All India Institute of Medical Sciences,2022,HOSP-0039,N,2024-09-29,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2206452.2600000002,0.0,3.0,0.0,0.0,3.0,1919697.74,3.0,3.0,3.0,142207.16333333333,132188.51333333334,0.0,0.0,0.0,3.0,6,4800748.26,3,3,0,0.0,5,2981583.36,6,6,6,199729.27666666664,203878.69499999998,0.0,0.0,2,3,12,9053284.76,7,5,1,107240.64,10,6869593.79,12,11,12,202821.88083333336,167930.11166666666,1.0,0.0,6,4,53,49952244.54,39,14,0,0.0,49,40490190.05,53,28,46,178334.36867924526,199101.92754716982,0.0,0.0,36,13,23,20698353.330000002,20,3,1,339988.43,18,16236495.58,23,19,21,137914.06347826085,215037.2756521739,0.0,1.0,16,2,0.0,0.0,735484.0866666668,639899.2466666667,800124.71,596316.672,754440.3966666666,686959.379,942495.1799999999,826330.4091836734,899928.405652174,902027.5322222222,0
