prac_id,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details
PRAC-1170,Aarna Char,MCI/KAR/99829,9325017709,2027-11-07,1987-04-21,Male,123731984335,99752122107,aarna.doc27@clinic.com,H.No. 66 Wali Chowk,Basak Nagar,Mysore,Karnataka,560682,Pediatrics,Oncology,208000000X,Christian Medical College,2013,HOSP-0045,Y,2019-08-08,Active,
PRAC-1171,Ivana Kara,MCI/DEL/22369,9188728521,2027-07-06,1989-10-04,Other,133995494786,97656036554,ivana.doc59@clinic.com,45/702- Agate Marg,,New Delhi,Delhi,110056,Neurology,General Surgery,2084N0400X,Armed Forces Medical College,2014,HOSP-0001,Y,2016-07-19,Active,
PRAC-1172,Emir Date,MCI/TAM/63468,9726080944,2026-02-20,1976-09-02,Female,131626472868,97393213910,emir.doc4@clinic.com,H.No. 298- Mahal Circle,,Madurai,Tamil Nadu,690784,Pediatrics,Dermatology,208000000X,All India Institute of Medical Sciences,2003,HOSP-0039,N,2006-03-25,Active,
PRAC-1173,Neelofar Korpal,MCI/DEL/94553,3715432648,2030-03-11,1968-12-19,Male,791509171890,98326465670,neelofar.doc34@clinic.com,14/005 Warrior,Vig Zila,New Delhi,Delhi,110063,Dermatology,Orthopedic Surgery,207N00000X,Christian Medical College,1994,HOSP-0010,Y,2014-07-29,Under Review,
PRAC-1174,Raunak Konda,MCI/KAR/27972,0837300216,2027-06-01,1977-03-27,Male,795412656243,99994407614,raunak.doc25@clinic.com,H.No. 19 Wagle Path,,Bangalore,Karnataka,562358,Dermatology,Orthopedic Surgery,207N00000X,Christian Medical College,2004,HOSP-0033,N,2007-01-02,Active,
PRAC-1175,Saksham Viswanathan,MCI/DEL/23550,4776991698,2027-05-02,1975-10-26,Other,607916039015,97866775464,saksham.doc46@clinic.com,123 Ramaswamy Circle,Shan Ganj,New Delhi,Delhi,110081,Oncology,General Surgery,207R00000X,JIPMER,2001,HOSP-0040,Y,2009-10-28,Active,
PRAC-1176,Samaira Varma,MCI/TAM/52222,1566376757,2025-09-11,1996-07-05,Other,375382187497,97540605569,samaira.doc33@clinic.com,H.No. 097 Ahuja Nagar,Chhabra Nagar,Madurai,Tamil Nadu,664133,Oncology,General Surgery,207R00000X,All India Institute of Medical Sciences,2025,HOSP-0035,N,2027-01-01,Active,
PRAC-1177,Arhaan Walla,MCI/TAM/89360,3563709044,2030-06-07,1994-12-01,Other,199077713854,98919546578,arhaan.doc81@clinic.com,31/698 Mangal Nagar,,Chennai,Tamil Nadu,673028,Pediatrics,Neurology,208000000X,JIPMER,2023,HOSP-0012,Y,2025-05-30,Active,
PRAC-1178,Yuvraj  Batta,MCI/MAH/51130,2443671743,2026-08-13,1981-05-31,Female,976256268202,99551696097,yuvraj.doc85@clinic.com,11/29 Dalal Zila,Ganesan Zila,Nagpur,Maharashtra,457188,Pediatrics,Cardiology,208000000X,Christian Medical College,2011,HOSP-0009,Y,2020-07-13,Active,
PRAC-1179,Miraan Krishnan,MCI/KAR/12731,9256556071,2030-02-05,1981-07-09,Male,235290639956,97752886537,miraan.doc18@clinic.com,93/05- Anand Path,Mammen Ganj,Bangalore,Karnataka,579735,Cardiology,Oncology,207R00000X,Maulana Azad Medical College,2005,HOSP-0049,Y,2010-02-20,Active,
PRAC-1180,Nitya Soni,MCI/KAR/52437,5631998250,2030-06-01,1985-02-23,Other,903493440376,97111915310,nitya.doc50@clinic.com,82/178 Dhar Marg,Gokhale Zila,Mysore,Karnataka,568905,General Practice,Oncology,208D00000X,Kasturba Medical College,2014,HOSP-0035,N,2022-12-30,Active,
PRAC-1181,Ishita Bahri,MCI/DEL/55567,1995206087,2029-09-16,1971-05-28,Male,819261954871,99849236648,ishita.doc64@clinic.com,831- Badami Nagar,Gokhale Zila,New Delhi,Delhi,110074,Cardiology,General Practice,207R00000X,Christian Medical College,1998,HOSP-0041,N,2025-04-25,Active,
PRAC-1182,Zoya Sibal,MCI/TAM/29181,5900762283,2030-06-05,1971-07-20,Other,145851919232,98293903255,zoya.doc76@clinic.com,721 Varughese Circle,,Madurai,Tamil Nadu,681857,Oncology,General Surgery,207R00000X,JIPMER,1999,HOSP-0003,N,2015-12-07,Active,
PRAC-1183,Anaya Baral,MCI/DEL/29820,6723735316,2029-07-29,1996-11-07,Male,878220126025,99029582544,anaya.doc67@clinic.com,97/75 Sani Nagar,Loyal Circle,New Delhi,Delhi,110037,Neurology,General Surgery,2084N0400X,Christian Medical College,2026,HOSP-0048,Y,2028-01-01,Active,
PRAC-1184,Jivin Kata,MCI/WES/91115,0028751051,2029-09-20,1979-01-22,Male,613857014366,98617540650,jivin.doc96@clinic.com,H.No. 785 Konda Circle,Saxena Chowk,Howrah,West Bengal,764382,Dermatology,Oncology,207N00000X,Maulana Azad Medical College,2004,HOSP-0035,N,2015-12-28,Active,
PRAC-1185,Vedika Samra,MCI/KAR/91582,6838944565,2027-07-22,1978-10-01,Other,271186125049,99455075409,vedika.doc81@clinic.com,H.No. 275- Anne Ganj,,Bangalore,Karnataka,576458,Oncology,General Surgery,207R00000X,Kasturba Medical College,2005,HOSP-0018,Y,2012-11-23,Active,
PRAC-1186,Oorja Mammen,MCI/DEL/85661,5422971877,2025-12-30,1962-09-22,Male,960786612906,97600414432,oorja.doc17@clinic.com,832 Anne Nagar,,New Delhi,Delhi,110002,Cardiology,General Surgery,207R00000X,JIPMER,1992,HOSP-0028,Y,2021-10-23,Active,
PRAC-1187,Tanya Srinivas,MCI/DEL/19502,9674923232,2030-05-09,1989-10-26,Female,391341284796,99281596625,tanya.doc54@clinic.com,31/75- Sangha,Gopal Circle,New Delhi,Delhi,110081,Cardiology,General Practice,207R00000X,All India Institute of Medical Sciences,2014,HOSP-0043,Y,2017-06-07,Active,
PRAC-1188,Gokul Joshi,MCI/DEL/71291,6556960357,2029-09-15,1990-04-04,Male,435759827830,97215828304,gokul.doc26@clinic.com,H.No. 897 Buch,Rege Road,New Delhi,Delhi,110004,Orthopedic Surgery,Cardiology,207X00000X,Christian Medical College,2015,HOSP-0005,Y,2021-03-03,Active,
PRAC-1189,Riya De,MCI/WES/99080,6333048664,2025-10-07,1960-02-29,Male,605597933682,97708304196,riya.doc81@clinic.com,31/148- Gera Chowk,Wagle,Kolkata,West Bengal,715594,Neurology,,2084N0400X,All India Institute of Medical Sciences,1984,HOSP-0033,Y,2020-02-20,Active,
PRAC-1190,Abram Kadakia,MCI/DEL/12158,9874714528,2029-02-28,1982-09-06,Male,594775722816,98287434925,abram.doc18@clinic.com,H.No. 634- Brar Path,,New Delhi,Delhi,110097,Pediatrics,Neurology,208000000X,Maulana Azad Medical College,2010,HOSP-0031,N,2021-03-04,Active,
PRAC-1191,Shray Bhatnagar,MCI/WES/35438,8419594882,2028-07-12,1975-08-13,Male,004212649411,98233424000,shray.doc71@clinic.com,43- Bajwa Zila,,Howrah,West Bengal,781867,Cardiology,Orthopedic Surgery,207R00000X,Armed Forces Medical College,2001,HOSP-0009,Y,2017-02-19,Active,
PRAC-1192,Damini Sankar,MCI/WES/19490,3181849588,2025-09-30,1962-01-03,Other,672915030178,98819296559,damini.doc19@clinic.com,29/57- Garde Circle,,Kolkata,West Bengal,724919,Pediatrics,Orthopedic Surgery,208000000X,Christian Medical College,1989,HOSP-0022,Y,1993-05-27,Active,
PRAC-1193,Divij Desai,MCI/DEL/48487,7902186444,2026-05-13,1991-09-20,Male,190742282762,99391210653,divij.doc19@clinic.com,H.No. 13 Ahluwalia Road,Bhavsar Ganj,New Delhi,Delhi,110026,Neurology,Dermatology,2084N0400X,Kasturba Medical College,2019,HOSP-0033,N,2024-04-20,Under Review,
PRAC-1194,Bhavin Edwin,MCI/TAM/19785,4102710808,2030-05-25,1986-07-10,Other,052782113860,97036669142,bhavin.doc6@clinic.com,44/96- Dayal Zila,,Madurai,Tamil Nadu,615007,Neurology,Pediatrics,2084N0400X,JIPMER,2014,HOSP-0048,N,2023-01-16,Active,
PRAC-1195,Rhea De,MCI/TAM/27183,4947323275,2029-08-17,1987-02-19,Male,151933525078,99974204414,rhea.doc17@clinic.com,H.No. 758- Raj Circle,,Madurai,Tamil Nadu,622720,Orthopedic Surgery,Cardiology,207X00000X,Armed Forces Medical College,2015,HOSP-0019,Y,2024-02-09,Active,
PRAC-1196,Manikya Gokhale,MCI/WES/40108,5459467684,2027-08-23,1973-03-29,Other,569532351040,99352265316,manikya.doc66@clinic.com,69- Upadhyay Path,,Kolkata,West Bengal,772297,Neurology,General Practice,2084N0400X,Armed Forces Medical College,1999,HOSP-0017,N,2001-04-05,Active,
PRAC-1197,Vidur Reddy,MCI/DEL/15152,1021834566,2027-05-18,1994-12-25,Female,529266919627,98068270138,vidur.doc44@clinic.com,H.No. 597- Rege Circle,Chana Marg,New Delhi,Delhi,110034,Orthopedic Surgery,General Practice,207X00000X,Christian Medical College,2020,HOSP-0040,N,2025-05-09,Active,
PRAC-1198,Ojas Garde,MCI/TAM/68175,3062511625,2026-03-04,1995-05-18,Female,787842016759,99623501545,ojas.doc90@clinic.com,27/337 Reddy Zila,,Madurai,Tamil Nadu,647094,Dermatology,General Surgery,207N00000X,JIPMER,2019,HOSP-0043,Y,2025-02-25,Active,
PRAC-1199,Dishani Bhattacharyya,MCI/KAR/32051,7841203284,2027-03-19,1977-05-25,Female,250145280085,97671910132,dishani.doc24@clinic.com,H.No. 93 Khurana Ganj,,Mysore,Karnataka,560200,Neurology,Pediatrics,2084N0400X,Armed Forces Medical College,2006,HOSP-0037,N,2014-07-05,Active,
